time,id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
133.00,49,HBEFA3/PC_G_EU4,6144.13,87.17,0.54,2.55,0.11,1959.68,0.00,67.23,!49,DEFAULT_VEHTYPE,0.00,D2D1_0,23.36,11.76,180.00,298.40,169.44
133.00,50,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!50,DEFAULT_VEHTYPE,43.00,B2C2_0,84.60,0.00,90.00,191.80,198.40
133.00,51,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!51,DEFAULT_VEHTYPE,15.00,D3C3_0,62.10,0.00,270.00,230.70,301.60
133.00,54,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!54,DEFAULT_VEHTYPE,16.00,C3D3_0,84.60,0.00,90.00,291.80,298.40
133.00,56,HBEFA3/PC_G_EU4,7378.25,145.25,0.84,3.23,0.15,2353.31,0.00,70.21,!56,DEFAULT_VEHTYPE,0.00,C0B0_0,10.46,8.25,270.00,182.34,1.60
133.00,59,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!59,DEFAULT_VEHTYPE,25.00,D3C3_0,84.60,0.00,270.00,208.20,301.60
133.00,60,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!60,DEFAULT_VEHTYPE,28.00,D2C2_0,84.60,0.00,270.00,208.20,201.60
133.00,61,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!61,DEFAULT_VEHTYPE,23.00,D3C3_0,77.10,0.00,270.00,215.70,301.60
133.00,62,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!62,DEFAULT_VEHTYPE,36.00,A3B3_0,77.10,0.00,90.00,84.30,298.40
133.00,66,HBEFA3/PC_G_EU4,6736.24,106.32,0.64,2.85,0.13,2148.54,0.00,68.01,!66,DEFAULT_VEHTYPE,0.00,E3D3_0,38.90,10.91,270.00,353.90,301.60
133.00,67,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!67,DEFAULT_VEHTYPE,40.00,A3B3_0,84.60,0.00,90.00,91.80,298.40
133.00,68,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!68,DEFAULT_VEHTYPE,25.00,A3B3_0,69.60,0.00,90.00,76.80,298.40
133.00,69,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!69,DEFAULT_VEHTYPE,26.00,D2C2_0,77.10,0.00,270.00,215.70,201.60
133.00,70,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!70,DEFAULT_VEHTYPE,24.00,B3C3_0,84.60,0.00,90.00,191.80,298.40
133.00,71,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.97,!71,DEFAULT_VEHTYPE,0.00,E1D1_0,59.72,12.54,270.00,333.08,101.60
133.00,73,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!73,DEFAULT_VEHTYPE,15.00,C2D2_0,84.60,0.00,90.00,291.80,198.40
133.00,74,HBEFA3/PC_G_EU4,1397.80,0.00,0.00,0.29,0.00,445.85,0.00,63.24,!74,DEFAULT_VEHTYPE,0.00,B2B3_0,48.45,12.85,0.00,101.60,255.65
133.00,80,HBEFA3/PC_G_EU4,7924.97,108.32,0.68,3.34,0.16,2527.67,0.00,69.32,!80,DEFAULT_VEHTYPE,0.00,D0D1_0,38.53,14.00,0.00,301.60,45.73
133.00,81,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!81,DEFAULT_VEHTYPE,12.00,B2C2_0,77.10,0.00,90.00,184.30,198.40
133.00,82,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!82,DEFAULT_VEHTYPE,21.00,E2D2_0,84.60,0.00,270.00,308.20,201.60
133.00,83,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!83,DEFAULT_VEHTYPE,9.00,B2C2_0,69.60,0.00,90.00,176.80,198.40
133.00,84,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!84,DEFAULT_VEHTYPE,16.00,A3B3_0,62.10,0.00,90.00,69.30,298.40
133.00,85,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!85,DEFAULT_VEHTYPE,27.00,E3D3_0,84.60,0.00,270.00,308.20,301.60
133.00,86,HBEFA3/PC_G_EU4,1828.89,0.00,0.00,0.48,0.00,583.35,0.00,63.70,!86,DEFAULT_VEHTYPE,0.00,D3D4_0,39.64,13.10,0.00,301.60,346.84
133.00,87,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.70,!87,DEFAULT_VEHTYPE,0.00,B1B0_0,70.15,13.49,180.00,98.40,22.65
133.00,88,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!88,DEFAULT_VEHTYPE,32.00,A2B2_0,84.60,0.00,90.00,91.80,198.40
133.00,9,HBEFA3/PC_G_EU4,7827.01,124.76,0.76,3.36,0.16,2496.44,0.00,69.42,!9,DEFAULT_VEHTYPE,0.00,A0A1_0,42.35,11.39,0.00,1.60,45.55
133.00,90,HBEFA3/PC_G_EU4,6220.44,100.16,0.60,2.62,0.12,1984.03,0.00,67.33,!90,DEFAULT_VEHTYPE,0.00,D2D1_0,2.27,10.40,180.00,298.40,190.53
133.00,91,HBEFA3/PC_G_EU4,3006.00,26.58,0.19,1.08,0.03,958.79,0.00,63.52,!91,DEFAULT_VEHTYPE,0.00,A4A3_0,37.69,11.26,180.00,-1.60,359.11
133.00,92,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!92,DEFAULT_VEHTYPE,6.00,C2B2_0,77.10,0.00,270.00,115.70,201.60
133.00,94,HBEFA3/PC_G_EU4,6130.83,92.19,0.57,2.56,0.11,1955.44,0.00,67.18,!94,DEFAULT_VEHTYPE,0.00,C1C0_0,41.30,11.11,180.00,198.40,51.50
133.00,95,HBEFA3/PC_G_EU4,2724.69,3.50,0.08,0.89,0.02,869.06,0.00,64.67,!95,DEFAULT_VEHTYPE,0.00,B1B2_0,14.29,13.64,0.00,101.60,121.49
133.00,96,HBEFA3/PC_G_EU4,2624.68,164.77,0.81,1.20,0.07,837.21,0.00,55.92,!96,DEFAULT_VEHTYPE,4.00,C2D2_0,77.10,0.00,90.00,284.30,198.40
133.00,97,HBEFA3/PC_G_EU4,5799.13,74.59,0.48,2.37,0.10,1849.65,0.00,66.93,!97,DEFAULT_VEHTYPE,0.00,D0E0_0,7.87,12.48,90.00,315.07,-1.60
133.00,98,HBEFA3/PC_G_EU4,4906.80,39.25,0.29,1.88,0.08,1565.04,0.00,67.04,!98,DEFAULT_VEHTYPE,0.00,C2C1_0,30.29,15.27,180.00,198.40,162.51
133.00,99,HBEFA3/PC_G_EU4,5333.25,109.81,0.63,2.28,0.10,1701.07,0.00,66.40,!99,DEFAULT_VEHTYPE,0.00,E0D0_0,14.75,7.65,270.00,382.05,1.60
134.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,17.00,D3C3_0,69.60,0.00,270.00,223.20,301.60
134.00,26,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!26,DEFAULT_VEHTYPE,20.00,B3C3_0,77.10,0.00,90.00,184.30,298.40
134.00,31,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.82,!31,DEFAULT_VEHTYPE,0.00,D2D1_0,67.79,14.57,180.00,298.40,125.01
134.00,35,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!35,DEFAULT_VEHTYPE,25.00,E3D3_0,77.10,0.00,270.00,315.70,301.60
134.00,40,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!40,DEFAULT_VEHTYPE,15.00,C2B2_0,84.60,0.00,270.00,108.20,201.60
134.00,49,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.08,!49,DEFAULT_VEHTYPE,0.00,D2D1_0,34.48,11.12,180.00,298.40,158.32
134.00,50,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!50,DEFAULT_VEHTYPE,44.00,B2C2_0,84.60,0.00,90.00,191.80,198.40
134.00,51,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!51,DEFAULT_VEHTYPE,16.00,D3C3_0,62.10,0.00,270.00,230.70,301.60
134.00,54,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!54,DEFAULT_VEHTYPE,17.00,C3D3_0,84.60,0.00,90.00,291.80,298.40
134.00,56,HBEFA3/PC_G_EU4,8810.57,151.23,0.90,3.84,0.19,2810.14,0.00,71.11,!56,DEFAULT_VEHTYPE,0.00,C0B0_0,21.11,10.66,270.00,171.69,1.60
134.00,59,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!59,DEFAULT_VEHTYPE,26.00,D3C3_0,84.60,0.00,270.00,208.20,301.60
134.00,60,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!60,DEFAULT_VEHTYPE,29.00,D2C2_0,84.60,0.00,270.00,208.20,201.60
134.00,61,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!61,DEFAULT_VEHTYPE,24.00,D3C3_0,77.10,0.00,270.00,215.70,301.60
134.00,62,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!62,DEFAULT_VEHTYPE,37.00,A3B3_0,77.10,0.00,90.00,84.30,298.40
134.00,66,HBEFA3/PC_G_EU4,3723.67,39.94,0.27,1.42,0.05,1187.69,0.00,64.36,!66,DEFAULT_VEHTYPE,0.00,E3D3_0,50.33,11.43,270.00,342.47,301.60
134.00,67,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!67,DEFAULT_VEHTYPE,41.00,A3B3_0,84.60,0.00,90.00,91.80,298.40
134.00,68,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!68,DEFAULT_VEHTYPE,26.00,A3B3_0,69.60,0.00,90.00,76.80,298.40
134.00,69,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!69,DEFAULT_VEHTYPE,27.00,D2C2_0,77.10,0.00,270.00,215.70,201.60
134.00,70,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!70,DEFAULT_VEHTYPE,25.00,B3C3_0,84.60,0.00,90.00,191.80,298.40
134.00,71,HBEFA3/PC_G_EU4,5156.88,55.30,0.37,2.05,0.09,1644.80,0.00,66.52,!71,DEFAULT_VEHTYPE,0.00,E1D1_0,73.08,13.37,270.00,319.72,101.60
134.00,73,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!73,DEFAULT_VEHTYPE,16.00,C2D2_0,84.60,0.00,90.00,291.80,198.40
134.00,74,HBEFA3/PC_G_EU4,1597.39,0.00,0.00,0.38,0.00,509.51,0.00,63.23,!74,DEFAULT_VEHTYPE,0.00,B2B3_0,61.11,12.66,0.00,101.60,268.31
134.00,80,HBEFA3/PC_G_EU4,1385.37,0.00,0.00,0.26,0.00,441.89,0.00,63.89,!80,DEFAULT_VEHTYPE,0.00,D0D1_0,52.27,13.74,0.00,301.60,59.47
134.00,81,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!81,DEFAULT_VEHTYPE,13.00,B2C2_0,77.10,0.00,90.00,184.30,198.40
134.00,82,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!82,DEFAULT_VEHTYPE,22.00,E2D2_0,84.60,0.00,270.00,308.20,201.60
134.00,83,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!83,DEFAULT_VEHTYPE,10.00,B2C2_0,69.60,0.00,90.00,176.80,198.40
134.00,84,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!84,DEFAULT_VEHTYPE,17.00,A3B3_0,62.10,0.00,90.00,69.30,298.40
134.00,85,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!85,DEFAULT_VEHTYPE,28.00,E3D3_0,84.60,0.00,270.00,308.20,301.60
134.00,86,HBEFA3/PC_G_EU4,4815.67,45.60,0.32,1.88,0.08,1535.97,0.00,66.37,!86,DEFAULT_VEHTYPE,0.00,D3D4_0,53.43,13.79,0.00,301.60,360.63
134.00,87,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.08,!87,DEFAULT_VEHTYPE,0.00,B1B0_0,79.40,9.25,180.00,98.40,13.40
134.00,88,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!88,DEFAULT_VEHTYPE,33.00,A2B2_0,84.60,0.00,90.00,91.80,198.40
134.00,9,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.15,!9,DEFAULT_VEHTYPE,0.00,A0A1_0,53.24,10.89,0.00,1.60,56.44
134.00,90,HBEFA3/PC_G_EU4,5414.33,74.31,0.47,2.22,0.10,1726.92,0.00,66.31,!90,DEFAULT_VEHTYPE,0.00,D2D1_0,13.75,11.49,180.00,298.40,179.05
134.00,91,HBEFA3/PC_G_EU4,4881.52,58.48,0.38,1.95,0.08,1556.98,0.00,65.85,!91,DEFAULT_VEHTYPE,0.00,A4A3_0,49.80,12.11,180.00,-1.60,347.00
134.00,92,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!92,DEFAULT_VEHTYPE,7.00,C2B2_0,77.10,0.00,270.00,115.70,201.60
134.00,94,HBEFA3/PC_G_EU4,10518.11,165.13,1.01,4.57,0.23,3354.75,0.00,72.22,!94,DEFAULT_VEHTYPE,0.00,C1C0_0,54.75,13.45,180.00,198.40,38.05
134.00,95,HBEFA3/PC_G_EU4,5510.28,55.93,0.39,2.19,0.09,1757.52,0.00,67.19,!95,DEFAULT_VEHTYPE,0.00,B1B2_0,28.75,14.46,0.00,101.60,135.95
134.00,96,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!96,DEFAULT_VEHTYPE,5.00,C2D2_0,77.10,0.00,90.00,284.30,198.40
134.00,97,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.25,!97,DEFAULT_VEHTYPE,0.00,D0E0_0,19.56,11.69,90.00,326.76,-1.60
134.00,98,HBEFA3/PC_G_EU4,2526.66,0.00,0.01,0.76,0.02,805.90,0.00,65.56,!98,DEFAULT_VEHTYPE,0.00,C2C1_0,45.58,15.29,180.00,198.40,147.22
134.00,99,HBEFA3/PC_G_EU4,5668.73,100.73,0.59,2.40,0.11,1808.06,0.00,66.63,!99,DEFAULT_VEHTYPE,0.00,E0D0_0,23.89,9.15,270.00,372.91,1.60
135.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,18.00,D3C3_0,69.60,0.00,270.00,223.20,301.60
135.00,26,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!26,DEFAULT_VEHTYPE,21.00,B3C3_0,77.10,0.00,90.00,184.30,298.40
135.00,31,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.24,!31,DEFAULT_VEHTYPE,0.00,D2D1_0,77.93,10.14,180.00,298.40,114.87
135.00,35,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!35,DEFAULT_VEHTYPE,26.00,E3D3_0,77.10,0.00,270.00,315.70,301.60
135.00,40,HBEFA3/PC_G_EU4,3908.14,150.54,0.78,1.74,0.09,1246.55,0.00,67.62,!40,DEFAULT_VEHTYPE,0.00,:B2_5_0,1.44,2.44,270.00,105.76,201.60
135.00,49,HBEFA3/PC_G_EU4,2189.30,10.78,0.10,0.70,0.01,698.30,0.00,62.64,!49,DEFAULT_VEHTYPE,0.00,D2D1_0,45.62,11.14,180.00,298.40,147.18
135.00,50,HBEFA3/PC_G_EU4,3521.54,148.20,0.76,1.57,0.08,1123.25,0.00,65.91,!50,DEFAULT_VEHTYPE,0.00,:C2_13_0,1.08,2.09,90.00,193.88,198.40
135.00,51,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!51,DEFAULT_VEHTYPE,17.00,D3C3_0,62.10,0.00,270.00,230.70,301.60
135.00,54,HBEFA3/PC_G_EU4,3961.26,150.94,0.78,1.77,0.09,1263.49,0.00,67.83,!54,DEFAULT_VEHTYPE,0.00,:D3_13_0,1.48,2.49,90.00,294.28,298.40
135.00,56,HBEFA3/PC_G_EU4,7446.79,109.94,0.68,3.15,0.15,2375.16,0.00,68.81,!56,DEFAULT_VEHTYPE,0.00,C0B0_0,33.40,12.29,270.00,159.40,1.60
135.00,59,HBEFA3/PC_G_EU4,3744.60,149.42,0.77,1.67,0.08,1194.39,0.00,66.94,!59,DEFAULT_VEHTYPE,0.00,:C3_5_0,1.30,2.30,270.00,205.90,301.60
135.00,60,HBEFA3/PC_G_EU4,3737.83,149.38,0.77,1.67,0.08,1192.23,0.00,66.91,!60,DEFAULT_VEHTYPE,0.00,:C2_4_0,1.29,2.29,272.10,205.92,201.78
135.00,61,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!61,DEFAULT_VEHTYPE,25.00,D3C3_0,77.10,0.00,270.00,215.70,301.60
135.00,62,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!62,DEFAULT_VEHTYPE,38.00,A3B3_0,77.10,0.00,90.00,84.30,298.40
135.00,66,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.28,!66,DEFAULT_VEHTYPE,0.00,E3D3_0,60.58,10.25,270.00,332.22,301.60
135.00,67,HBEFA3/PC_G_EU4,3065.52,147.53,0.74,1.37,0.07,977.81,0.00,63.33,!67,DEFAULT_VEHTYPE,0.00,:B3_13_0,0.54,1.55,90.00,93.34,298.40
135.00,68,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!68,DEFAULT_VEHTYPE,27.00,A3B3_0,69.60,0.00,90.00,76.80,298.40
135.00,69,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!69,DEFAULT_VEHTYPE,28.00,D2C2_0,77.10,0.00,270.00,215.70,201.60
135.00,70,HBEFA3/PC_G_EU4,3953.54,150.88,0.78,1.76,0.09,1261.03,0.00,67.80,!70,DEFAULT_VEHTYPE,0.00,:C3_14_0,1.48,2.48,87.60,194.26,298.61
135.00,71,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.25,!71,DEFAULT_VEHTYPE,0.00,E1D1_0,85.34,12.25,270.00,307.46,101.60
135.00,73,HBEFA3/PC_G_EU4,3475.37,148.01,0.76,1.55,0.08,1108.52,0.00,65.69,!73,DEFAULT_VEHTYPE,0.00,:D2_14_0,1.04,2.04,88.32,293.82,198.55
135.00,74,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.39,!74,DEFAULT_VEHTYPE,0.00,B2B3_0,72.98,11.86,0.00,101.60,280.18
135.00,80,HBEFA3/PC_G_EU4,3867.04,23.91,0.20,1.42,0.05,1233.41,0.00,65.77,!80,DEFAULT_VEHTYPE,0.00,D0D1_0,66.42,14.15,0.00,301.60,73.62
135.00,81,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!81,DEFAULT_VEHTYPE,14.00,B2C2_0,77.10,0.00,90.00,184.30,198.40
135.00,82,HBEFA3/PC_G_EU4,4022.50,151.42,0.78,1.79,0.09,1283.03,0.00,68.08,!82,DEFAULT_VEHTYPE,0.00,:D2_5_0,1.53,2.54,270.00,305.67,201.60
135.00,83,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!83,DEFAULT_VEHTYPE,11.00,B2C2_0,69.60,0.00,90.00,176.80,198.40
135.00,84,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!84,DEFAULT_VEHTYPE,18.00,A3B3_0,62.10,0.00,90.00,69.30,298.40
135.00,85,HBEFA3/PC_G_EU4,3926.96,150.68,0.78,1.75,0.09,1252.56,0.00,67.70,!85,DEFAULT_VEHTYPE,0.00,:D3_5_0,1.46,2.46,270.00,305.74,301.60
135.00,86,HBEFA3/PC_G_EU4,2000.83,0.00,0.00,0.55,0.00,638.19,0.00,64.23,!86,DEFAULT_VEHTYPE,0.00,D3D4_0,67.13,13.70,0.00,301.60,374.33
135.00,87,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.02,!87,DEFAULT_VEHTYPE,0.00,B1B0_0,84.15,4.75,180.00,98.40,8.65
135.00,88,HBEFA3/PC_G_EU4,2968.43,147.95,0.74,1.33,0.07,946.84,0.00,62.63,!88,DEFAULT_VEHTYPE,0.00,:B2_13_0,0.40,1.40,90.00,93.20,198.40
135.00,9,HBEFA3/PC_G_EU4,3917.35,43.61,0.29,1.51,0.06,1249.46,0.00,64.58,!9,DEFAULT_VEHTYPE,0.00,A0A1_0,64.71,11.47,0.00,1.60,67.91
135.00,90,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.72,!90,DEFAULT_VEHTYPE,0.00,D2D1_0,24.89,11.14,180.00,298.40,167.91
135.00,91,HBEFA3/PC_G_EU4,1657.43,0.00,0.00,0.43,0.00,528.66,0.00,62.75,!91,DEFAULT_VEHTYPE,0.00,A4A3_0,61.73,11.93,180.00,-1.60,335.07
135.00,92,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!92,DEFAULT_VEHTYPE,8.00,C2B2_0,77.10,0.00,270.00,115.70,201.60
135.00,94,HBEFA3/PC_G_EU4,5538.71,57.45,0.39,2.20,0.09,1766.58,0.00,67.16,!94,DEFAULT_VEHTYPE,0.00,C1C0_0,69.05,14.30,180.00,198.40,23.75
135.00,95,HBEFA3/PC_G_EU4,1496.86,0.00,0.00,0.30,0.00,477.45,0.00,64.30,!95,DEFAULT_VEHTYPE,0.00,B1B2_0,42.98,14.23,0.00,101.60,150.18
135.00,96,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!96,DEFAULT_VEHTYPE,6.00,C2D2_0,77.10,0.00,90.00,284.30,198.40
135.00,97,HBEFA3/PC_G_EU4,3360.28,27.55,0.20,1.23,0.04,1071.78,0.00,64.29,!97,DEFAULT_VEHTYPE,0.00,D0E0_0,31.61,12.06,90.00,338.81,-1.60
135.00,98,HBEFA3/PC_G_EU4,2342.00,0.00,0.00,0.67,0.01,747.00,0.00,65.44,!98,DEFAULT_VEHTYPE,0.00,C2C1_0,60.84,15.25,180.00,198.40,131.96
135.00,99,HBEFA3/PC_G_EU4,9028.57,149.05,0.90,3.92,0.19,2879.67,0.00,71.06,!99,DEFAULT_VEHTYPE,0.00,E0D0_0,35.34,11.45,270.00,361.46,1.60
136.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,19.00,D3C3_0,69.60,0.00,270.00,223.20,301.60
136.00,26,HBEFA3/PC_G_EU4,3056.23,147.56,0.74,1.37,0.07,974.84,0.00,63.27,!26,DEFAULT_VEHTYPE,0.00,B3C3_0,78.63,1.53,90.00,185.83,298.40
136.00,31,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.17,!31,DEFAULT_VEHTYPE,0.00,D2D1_0,84.09,6.15,180.00,298.40,108.71
136.00,35,HBEFA3/PC_G_EU4,3065.70,147.53,0.74,1.37,0.07,977.86,0.00,63.33,!35,DEFAULT_VEHTYPE,0.00,E3D3_0,78.64,1.55,270.00,314.16,301.60
136.00,40,HBEFA3/PC_G_EU4,5188.66,141.94,0.77,2.28,0.11,1654.96,0.00,68.38,!40,DEFAULT_VEHTYPE,0.00,:B2_5_0,6.27,4.83,270.00,100.93,201.60
136.00,49,HBEFA3/PC_G_EU4,3058.02,26.20,0.19,1.10,0.03,975.38,0.00,63.67,!49,DEFAULT_VEHTYPE,0.00,D2D1_0,57.06,11.44,180.00,298.40,135.74
136.00,50,HBEFA3/PC_G_EU4,5353.60,147.40,0.80,2.36,0.11,1707.57,0.00,69.21,!50,DEFAULT_VEHTYPE,0.00,:C2_13_0,5.76,4.68,90.00,198.56,198.40
136.00,51,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!51,DEFAULT_VEHTYPE,18.00,D3C3_0,62.10,0.00,270.00,230.70,301.60
136.00,54,HBEFA3/PC_G_EU4,5238.64,142.18,0.77,2.30,0.11,1670.90,0.00,68.46,!54,DEFAULT_VEHTYPE,0.00,:D3_13_0,6.37,4.89,90.00,299.17,298.40
136.00,56,HBEFA3/PC_G_EU4,2572.23,8.79,0.10,0.85,0.02,820.43,0.00,63.79,!56,DEFAULT_VEHTYPE,0.00,C0B0_0,45.80,12.40,270.00,147.00,1.60
136.00,59,HBEFA3/PC_G_EU4,5001.10,140.86,0.76,2.20,0.11,1595.14,0.00,68.03,!59,DEFAULT_VEHTYPE,0.00,:C3_5_0,5.92,4.63,270.00,201.28,301.60
136.00,60,HBEFA3/PC_G_EU4,4602.04,135.99,0.73,2.02,0.10,1467.86,0.00,66.91,!60,DEFAULT_VEHTYPE,0.00,:C2_4_0,5.68,4.39,299.14,202.40,204.00
136.00,61,HBEFA3/PC_G_EU4,2833.31,149.21,0.75,1.27,0.07,903.74,0.00,61.46,!61,DEFAULT_VEHTYPE,0.00,D3C3_0,78.25,1.16,270.00,214.55,301.60
136.00,62,HBEFA3/PC_G_EU4,2971.01,147.94,0.74,1.33,0.07,947.66,0.00,62.65,!62,DEFAULT_VEHTYPE,0.00,A3B3_0,78.50,1.40,90.00,85.70,298.40
136.00,66,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.45,!66,DEFAULT_VEHTYPE,0.00,E3D3_0,66.88,6.30,270.00,325.92,301.60
